task_id,priority,verification_status,claim_id,claim_text,citekey,title,source_block_id,page,locator_status,read_status,used_in_manuscript,risk,source_path,reader_display_path,source_map,snippet,next_action
verify-c003-cnki-2021-dfab60236e-b0015,65,needs_page_locator,C003,在该社会化账号样本中，内容可读性、内容网络热词、标题可读性、标题互文性、15-60 秒时长与传播效果正相关；标题长度、标题标签、企业认证与传播效果负相关。,cnki_2021_dfab60236e,抖音阅读推广短视频传播效果影响因素研究,cnki_2021_dfab60236e:B0015,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2021_dfab60236e/paper.md,paper_reading/views/paper-8448cb0c.html,projects/library_short_video/literature/readers/cnki_2021_dfab60236e/source_map.json,001 从中心路径来看，可读性的值越小，代表文本的可读性越高，因此，短视频内容的可读性对抖音阅读推广短 视频传播效果有显著正向影响。与不使用网络热词相比，在短视频内容中使用网络热词对传播效果有促进作用。 此外，短视频内容的情感倾向和是否在短视频内容中使用第一、二人称代词对抖音阅读推广短视频传播效果的影 响不显著。 从边缘路径来看，短视频标题的可读性对抖音阅读推广短视频传播效果有显著正向影响。短视频标题的长度 显著负向影响传播效果。与不具,Open original PDF/Reader and fill exact page or table locator.
verify-c003-cnki-2021-dfab60236e-b0016,65,needs_page_locator,C003,在该社会化账号样本中，内容可读性、内容网络热词、标题可读性、标题互文性、15-60 秒时长与传播效果正相关；标题长度、标题标签、企业认证与传播效果负相关。,cnki_2021_dfab60236e,抖音阅读推广短视频传播效果影响因素研究,cnki_2021_dfab60236e:B0016,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2021_dfab60236e/paper.md,paper_reading/views/paper-8448cb0c.html,projects/library_short_video/literature/readers/cnki_2021_dfab60236e/source_map.json,短视频内容中有网络热词、短视频标题有互文性和15 秒至60 秒的短视频时长。对传播效果起负向作用的有: 短 视频标题的长度、在短视频标题上添加标签和短视频信源有企业认证。 ( 1) 短视频内容的可读性能够显著提升传播效果。如果短视频内容的可读性较低，则用户可能无法完全理解 短视频所传达的信息，进而快速划走该短视频，传播效果大打折扣。而具有高可读性的短视频内容，可能会使用 户产生较好的理解和较佳的学习效果，进而促使用户产生点赞、评论和分享,Open original PDF/Reader and fill exact page or table locator.
verify-c004-cnki-2021-d35f8e895a-b0011,65,needs_page_locator,C004,在该研究中，标题句型、背景音乐情感类型、制作类别、内容主题、信息类型与传播互动指数存在显著差异。,cnki_2021_d35f8e895a,图书馆短视频传播及互动效果影响因素模型及实证分析——基于“上瘾模型”的探索,cnki_2021_d35f8e895a:B0011,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/paper.md,paper_reading/views/paper-b30ed69c.html,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/source_map.json,社会事件 7 59 6.7 城市宣传 8 20 2.3 活动或参赛视频 9 73 8.3 节日或日常问候 10 67 7.6 其他 11 0 0 信息类型 无 0 295 33.6 资源类 1 113 12.9 服务类 2 134 15.2 知识点 3 283 32.2 社会信息 4 54 6.1 其他 5 0 0 时长(分钟) 1分钟以内 1 702 79.9 2-3分钟 2 99 11.3 3分钟以上 3 78 8.9 相关或连续性,Open original PDF/Reader and fill exact page or table locator.
verify-c004-cnki-2021-d35f8e895a-b0012,65,needs_page_locator,C004,在该研究中，标题句型、背景音乐情感类型、制作类别、内容主题、信息类型与传播互动指数存在显著差异。,cnki_2021_d35f8e895a,图书馆短视频传播及互动效果影响因素模型及实证分析——基于“上瘾模型”的探索,cnki_2021_d35f8e895a:B0012,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/paper.md,paper_reading/views/paper-b30ed69c.html,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/source_map.json,"由表4可见，不同标题长度样本的C指数没有表现出显著性差异(p=0.482>0.05),因此不同标题长度对于C指数并无显著影响。 图3 标题句型与C指数的非参数检验分析对比 表4 标题长度与C指数的非参数检验结果 标题长度(中位数) Kruskal-Wallis 检验统计量H值 p 1.0(n=698) 2.0(n=164) 3.0(n=17) C指数 150.509 166.671 136.996 1.459 0.482 (3)背景音乐",Open original PDF/Reader and fill exact page or table locator.
verify-c004-cnki-2021-d35f8e895a-b0013,65,needs_page_locator,C004,在该研究中，标题句型、背景音乐情感类型、制作类别、内容主题、信息类型与传播互动指数存在显著差异。,cnki_2021_d35f8e895a,图书馆短视频传播及互动效果影响因素模型及实证分析——基于“上瘾模型”的探索,cnki_2021_d35f8e895a:B0013,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/paper.md,paper_reading/views/paper-b30ed69c.html,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/source_map.json,1.0(n=376) 2.0(n=197) 3.0(n=104) 4.0(n=4) 5.0(n=30) 6.0(n=168) C指数 155.555 127.681 141.205 218.601 84.000 209.781 51.022 0.000 表7 内容主题与C指数的非参数检验结果 内容主题(中位数) Kruskal-Wallis 检验统计量H 值 p 1.0 (n=129) 2.0 (n=75) 3.0 (n=122) 4.,Open original PDF/Reader and fill exact page or table locator.
verify-c005-cnki-2021-d35f8e895a-b0012,65,needs_page_locator,C005,标题长度、视频时长、与邻近视频的相关或连续性在该研究中未表现出显著影响。,cnki_2021_d35f8e895a,图书馆短视频传播及互动效果影响因素模型及实证分析——基于“上瘾模型”的探索,cnki_2021_d35f8e895a:B0012,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/paper.md,paper_reading/views/paper-b30ed69c.html,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/source_map.json,"由表4可见，不同标题长度样本的C指数没有表现出显著性差异(p=0.482>0.05),因此不同标题长度对于C指数并无显著影响。 图3 标题句型与C指数的非参数检验分析对比 表4 标题长度与C指数的非参数检验结果 标题长度(中位数) Kruskal-Wallis 检验统计量H值 p 1.0(n=698) 2.0(n=164) 3.0(n=17) C指数 150.509 166.671 136.996 1.459 0.482 (3)背景音乐",Open original PDF/Reader and fill exact page or table locator.
verify-c005-cnki-2021-d35f8e895a-b0013,65,needs_page_locator,C005,标题长度、视频时长、与邻近视频的相关或连续性在该研究中未表现出显著影响。,cnki_2021_d35f8e895a,图书馆短视频传播及互动效果影响因素模型及实证分析——基于“上瘾模型”的探索,cnki_2021_d35f8e895a:B0013,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/paper.md,paper_reading/views/paper-b30ed69c.html,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/source_map.json,1.0(n=376) 2.0(n=197) 3.0(n=104) 4.0(n=4) 5.0(n=30) 6.0(n=168) C指数 155.555 127.681 141.205 218.601 84.000 209.781 51.022 0.000 表7 内容主题与C指数的非参数检验结果 内容主题(中位数) Kruskal-Wallis 检验统计量H 值 p 1.0 (n=129) 2.0 (n=75) 3.0 (n=122) 4.,Open original PDF/Reader and fill exact page or table locator.
verify-c005-cnki-2021-d35f8e895a-b0014,65,needs_page_locator,C005,标题长度、视频时长、与邻近视频的相关或连续性在该研究中未表现出显著影响。,cnki_2021_d35f8e895a,图书馆短视频传播及互动效果影响因素模型及实证分析——基于“上瘾模型”的探索,cnki_2021_d35f8e895a:B0014,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/paper.md,paper_reading/views/paper-b30ed69c.html,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/source_map.json,根据上文的统计和验证结果可知，在本文设计的短视频传播及互动效果的8个影响因素中，图书馆短视频的标题长度、视频时长及其与临近视频的相关或连续性3个因素对于C指数并没有显著的影响。原因分析为：抖音平台短视频的标题一般只显示前40个字，超出部分会被折叠隐藏。而40字以内的标题基本可以一目了然，与句子数量关系不大，且由于短视频富媒体的呈现方式，标题本身信息表达的作用已被弱化，因此不同标题长度短视频的C指数无显著差异。由于短视频的传播及互动效果更,Open original PDF/Reader and fill exact page or table locator.
verify-c006-cnki-2021-d35f8e895a-b0008,65,needs_page_locator,C006,图书馆短视频运营的实践问题包括开通比例低、作品数量少、优质内容少。,cnki_2021_d35f8e895a,图书馆短视频传播及互动效果影响因素模型及实证分析——基于“上瘾模型”的探索,cnki_2021_d35f8e895a:B0008,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/paper.md,paper_reading/views/paper-b30ed69c.html,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/source_map.json,根据数据统计和对图书馆短视频内容的调研，可以总结出图书馆短视频平台的运营状况存在以下3个主要问题：①开通比例低。在全国超过3 000个公共图书馆和超过2 600个高校图书馆中，分别只有1%左右和1‰左右开通了抖音短视频账号。②作品数量少。在目前已开通的图书馆抖音账号中，超过半数已运营超过一年，但是作品数量不足100。③优质内容少。大部分图书馆账号的短视频内容较为传统和分散，视频创作的专业化水准不足，导致点赞量低、传播效果不佳。 目前，图,Open original PDF/Reader and fill exact page or table locator.
verify-c007-cnki-2021-d35f8e895a-b0014,65,needs_page_locator,C007,该文对本项目的启发是：后续选题应同时处理“服务/知识价值”和“平台互动机制”，不能只写泛泛运营建议。,cnki_2021_d35f8e895a,图书馆短视频传播及互动效果影响因素模型及实证分析——基于“上瘾模型”的探索,cnki_2021_d35f8e895a:B0014,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/paper.md,paper_reading/views/paper-b30ed69c.html,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/source_map.json,根据上文的统计和验证结果可知，在本文设计的短视频传播及互动效果的8个影响因素中，图书馆短视频的标题长度、视频时长及其与临近视频的相关或连续性3个因素对于C指数并没有显著的影响。原因分析为：抖音平台短视频的标题一般只显示前40个字，超出部分会被折叠隐藏。而40字以内的标题基本可以一目了然，与句子数量关系不大，且由于短视频富媒体的呈现方式，标题本身信息表达的作用已被弱化，因此不同标题长度短视频的C指数无显著差异。由于短视频的传播及互动效果更,Open original PDF/Reader and fill exact page or table locator.
verify-c007-cnki-2021-d35f8e895a-b0015,65,needs_page_locator,C007,该文对本项目的启发是：后续选题应同时处理“服务/知识价值”和“平台互动机制”，不能只写泛泛运营建议。,cnki_2021_d35f8e895a,图书馆短视频传播及互动效果影响因素模型及实证分析——基于“上瘾模型”的探索,cnki_2021_d35f8e895a:B0015,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/paper.md,paper_reading/views/paper-b30ed69c.html,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/source_map.json,(5)本文认为“上瘾模型”中的酬赏在短视频中体现为具体且有用的信息包括资源信息、服务信息、知识点和社会信息等。研究结果表明，有酬赏的短视频传播及互动效果明显好于无酬赏的短视频。可见，关注或观看图书馆类短视频账号的用户有获取知识、文化方面具体信息的需求，如何更好地将此类酬赏融入到短视频的内容创作中，创作有趣更“有料”的短视频也成为运营工作成败的关键。 7 策略建议 7.1 基于用户知识焦虑的标题触发 触发需要设计者揣摩用户的心理，明确用户,Open original PDF/Reader and fill exact page or table locator.
verify-c007-cnki-2021-d35f8e895a-b0016,65,needs_page_locator,C007,该文对本项目的启发是：后续选题应同时处理“服务/知识价值”和“平台互动机制”，不能只写泛泛运营建议。,cnki_2021_d35f8e895a,图书馆短视频传播及互动效果影响因素模型及实证分析——基于“上瘾模型”的探索,cnki_2021_d35f8e895a:B0016,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/paper.md,paper_reading/views/paper-b30ed69c.html,projects/library_short_video/literature/readers/cnki_2021_d35f8e895a/source_map.json,"短视频是符合当下互联网用户群体碎片化、移动化生活习惯的内容形式[18],在为用户提供新内容、新体验、新模式的同时，也在潜移默化中改变着人们的认知和思维习惯，并在更广泛的层面上影响和重塑新媒体环境下的信息传播生态[19]。图书馆行业应充分认识到短视频平台的巨大传播价值，积极开通，强力运营，借势扩大图书馆的影响力。同时，在短视频平台海量User Generated Content(用户生产内容，简称UGC)的娱乐内容中，图书馆的Profes",Open original PDF/Reader and fill exact page or table locator.
verify-c008-cnki-2020-64b4f881c9-b0003,65,needs_page_locator,C008,早期图书馆抖音账号存在低开通、弱影响、运营不规范、互动不足和原创优质内容不足等问题。,cnki_2020_64b4f881c9,图书馆短视频发展现状、问题与对策分析——以抖音平台为例,cnki_2020_64b4f881c9:B0003,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2020_64b4f881c9/paper.md,paper_reading/views/paper-cd9b4518.html,projects/library_short_video/literature/readers/cnki_2020_64b4f881c9/source_map.json,王海燕：图书馆短视频发展现状、问题与对策分析＊———以抖音平台为例 Ｗａｎｇ Ｈａｉｙａｎ：Ａｎａｌｙｓｉｓ ｏｎ ｔｈｅ Ｃｕｒｒｅｎｔ Ｓｉｔｕａｔｉｏｎ，Ｐｒｏｂｌｅｍｓ ａｎｄ Ｃｏｕｎｔｅｒｍｅａｓｕｒｅｓ ｏｆ Ｌｉｂｒａｒｙ Ｓｈｏｒｔ Ｖｉｄｅｏ ———Ｔａｋｉｎｇ ｔｈｅ Ｐｌａｔｆｏｒｍ ｏｆ Ｔｉｋ Ｔｏｋ ａｓ ａｎ Ｅｘａｍｐｌｅ ２０２０年５月 Ｍａｙ，２０２０ 号都有上千万的粉丝和上亿的获赞量。 文化、旅游,Open original PDF/Reader and fill exact page or table locator.
verify-c008-cnki-2020-64b4f881c9-b0006,65,needs_page_locator,C008,早期图书馆抖音账号存在低开通、弱影响、运营不规范、互动不足和原创优质内容不足等问题。,cnki_2020_64b4f881c9,图书馆短视频发展现状、问题与对策分析——以抖音平台为例,cnki_2020_64b4f881c9:B0006,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2020_64b4f881c9/paper.md,paper_reading/views/paper-cd9b4518.html,projects/library_short_video/literature/readers/cnki_2020_64b4f881c9/source_map.json,但是此 类活动相对较少。最后，图书馆短视频原创内 容目前大都缺乏后期制作，在画面、音效、清晰 度等感官体验方面欠佳 櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲 。 ４ 櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲 图书馆短视频发展策略 ４．１ 积极入驻短视频平台，重视短视频账号 的运营管理 图书馆作为信息存储和知识服务的重要 场所，一直紧跟互联网步伐，不断进行数字化、 智能化和网络化建设。在“两微一端”为代表 的移动互联网时期，图书馆,Open original PDF/Reader and fill exact page or table locator.
verify-c009-cnki-2021-7556aafa99-b0003,65,needs_page_locator,C009,公共图书馆短视频服务问题不只在内容技巧，也在规划、团队、定位、线上线下转化和合作机制。,cnki_2021_7556aafa99,公共图书馆“抖音”短视频服务现状及发展策略研究,cnki_2021_7556aafa99:B0003,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2021_7556aafa99/paper.md,paper_reading/views/paper-0231710d.html,projects/library_short_video/literature/readers/cnki_2021_7556aafa99/source_map.json,Ｌｉｂｒａｒｙ Ｗｏｒｋ Ａｎｄ Ｓｔｕｄｙ 总第２９９期 Ｓｅｒｉａｌ ２９９ 频＋旅游”等。 可以预见，随着５Ｇ网络的发展，短视频用 户的规模还将持续增长。大量短视频创作者 的涌入，也会将短视频内容推向多元化、专业 化、垂直化、精细化。同时，专业优质的内容将 推动短视频的可持续发展，使短视频成为现阶 段最具潜力的互联网传播方式。 ２．２ 抖音ＡＰＰ 抖音ＡＰＰ，即抖音短视频分享平台，是 ２０１６年９月上线的一款短视频社交平台。作 为,Open original PDF/Reader and fill exact page or table locator.
verify-c009-cnki-2021-7556aafa99-b0004,65,needs_page_locator,C009,公共图书馆短视频服务问题不只在内容技巧，也在规划、团队、定位、线上线下转化和合作机制。,cnki_2021_7556aafa99,公共图书馆“抖音”短视频服务现状及发展策略研究,cnki_2021_7556aafa99:B0004,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2021_7556aafa99/paper.md,paper_reading/views/paper-0231710d.html,projects/library_short_video/literature/readers/cnki_2021_7556aafa99/source_map.json,内容进行分类统计和分析。 由于无法排除部分图书馆未以馆名进行 注册，故调研数据可能存在遗漏，但考虑此种 情况发生概率较低，对调研结果影响有限，仍 以馆名检索结果为准。为保证调研过程的严 谨及数据的准确性，未获得官方认证的部分图 书馆账号不纳入此次调研范围。该部分图书 馆仍以未开通官方账号处理。 因抖音平台无法查询各馆账号的注册时 间，此次调研以各馆账号的首个原创作品发布 时间作为分析各馆利用抖音平台提供服务的 初始时间。 ３．３ 调研结,Open original PDF/Reader and fill exact page or table locator.
